"","Second.Sample_ID","First.Sample_ID","Second.Extraction_ID","First.Extraction_ID","Second.Digest_ID","First.Digest_ID","Second.ID","First.ID","Loci.typed","Loci.typed.1","Matching.loci","Mismatching.loci","pID","pIDsib","Status","Mismatch.prop","First.Lat","First.Lon","First.Date","First.Size","Second.Lat","Second.Lon","Second.Date","Second.Size","date_eval","distkm","disteval"
"81","APCL15_355505","APCL14_266","E2950","E1032","D3228","D1366","L2861","L1302",809,807,797,10,0,0,"Fuzzy match",0.0123915737298637,10.634294,124.776768,2014-06-22,7.5,10.634344,124.776764,2015-06-14,9.2,NA,0.00557618617512326,NA
"82","APCL15_355541","APCL14_295","E2930","E1061","D3208","D1406","L2959","L1014",809,809,792,17,0,0,"Fuzzy match",0.0210135970333745,10.634661,124.776372,2014-06-22,4.6,10.634824,124.776246,2015-06-14,9.4,NA,0.0227623091637217,NA
"83","APCL15_355571","APCL14_280","E2966","E1046","D3244","D1374","L2870","L1198",762,800,712,41,0,0,"Fuzzy match",0.0544488711819389,10.634459,124.776523,2014-06-22,7.8,10.634507,124.77634,2015-06-14,10,NA,0.0206989431132541,NA
"84","APCL15_355704","APCL14_558","E2617","E1397","D2975","D1225","L2764","L1288",807,743,708,34,0,0,"Fuzzy match",0.045822102425876,10.874353,124.71062,2014-07-02,4.7,10.860889,124.721866,2015-06-04,8.6,NA,1.93637601085514,"FAIL"
"85","APCL15_355853","APCL14_044","E2390","E0827","D2748","D1226","L2615","L0771",809,805,795,10,0,0,"Fuzzy match",0.0124223602484472,10.633627,124.776795,2014-06-12,6.5,10.633645,124.776801,2015-06-13,9.1,NA,0.0021079056962653,NA
"86","APCL15_355870","APCL14_287","E2910","E1053","D3189","D1381","L2843","L1205",780,800,754,17,0,0,"Fuzzy match",0.0220492866407263,10.634532,124.776374,2014-06-22,9.2,10.634533,124.776341,2015-06-14,10.5,NA,0.00360879025517513,NA
"87","APCL15_355880","APCL14_286","E2404","E1052","D2762","D1380","L2623","L1204",796,809,784,12,0,0,"Fuzzy match",0.0150753768844221,10.634532,124.776374,2014-06-22,7.8,10.634507,124.77634,2015-06-14,9.8,NA,0.00463921904959741,NA
"88","APCL15_355896","APCL14_255","E2411","E1021","D2769","D1082","L2629","L0933",808,746,709,36,0,0,"Fuzzy match",0.0483221476510067,10.634084,124.776499,2014-06-22,8.2,10.63413,124.776436,2015-06-14,9.7,NA,0.00857733981252606,NA
"89","APCL15_355908","APCL13_599","E2960","E0717","D3238","D0930","L2867","L1224",809,778,752,26,0,0,"Fuzzy match",0.0334190231362468,10.634161,124.776664,2013-06-03,8.6,10.634243,124.776807,2015-06-14,9.7,NA,0.0180930838077417,NA
"90","APCL15_356249","APCL14_254","E2949","E1020","D3227","D1183","L2860","L1246",809,790,762,28,0,0,"Fuzzy match",0.0354430379746835,10.634013,124.776613,2014-06-22,9.2,10.634052,124.776521,2015-06-14,0.6,NA,0.0109501189254646,NA
"91","APCL15_356339","APCL14_024","E2558","E0809","D2916","D0986","L2748","L1228",807,798,773,23,0,0,"Fuzzy match",0.028894472361809,10.85495,124.72786,2014-06-11,4.8,10.854968,124.727738,2015-06-05,8.3,NA,0.0134724527387974,NA
"92","APCL15_363882","APCL14_042","E2360","E0825","D2718","D1043","L2589","L0724",809,738,710,28,0,0,"Fuzzy match",0.037940379403794,10.63365,124.776777,2014-06-12,8.8,10.633645,124.776801,2015-06-13,9.6,NA,0.00268013628525034,NA
"93","APCL15_364555","APCL14_129","E2490","E0898","D2848","D1014","L2687","L0906",808,780,750,29,0,0,"Fuzzy match",0.0372272143774069,10.652877,124.783452,2014-06-16,4.9,10.652848,124.783444,2015-06-09,10.7,NA,0.00334031974072376,NA
"94","APCL15_368572","APCL14_141","E2371","E0908","D2729","D1059","L2600","L0927",805,808,798,7,0,0,"Fuzzy match",0.00869565217391304,10.633547,124.776866,2014-06-16,6,10.633573,124.776792,2015-06-13,8.8,NA,0.00858836568773957,NA
"95","APCL15_369143","APCL14_047","E2370","E0830","D2728","D1142","L2599","L0750",809,804,782,22,0,0,"Fuzzy match",0.027363184079602,10.633564,124.776807,2014-06-12,6.7,10.633518,124.776757,2015-06-13,9.8,NA,0.00748424997052789,NA
"96","APCL15_369541","APCL14_293","E2951","E1059","D3229","D1442","L2862","L0631",749,809,725,24,0,0,"Fuzzy match",0.0320427236315087,10.634634,124.776345,2014-06-22,4.6,10.634571,124.776379,2015-06-14,9.4,NA,0.00792979717589722,NA
"97","APCL15_369558","APCL13_103","E2538","E0228","D2896","D0441","L2731","L1072",809,798,779,19,0,0,"Fuzzy match",0.0238095238095238,10.806381,124.766116,2013-05-25,10.2,10.854841,124.727796,2015-06-05,10.2,NA,6.82282666721169,"FAIL"
"98","APCL15_370935","APCL14_182","E2768","E0949","D3030","D1277","L2780","L0783",809,809,734,75,0,0,"Fuzzy match",0.0927070457354759,10.874177,124.710638,2014-06-17,5.5,10.874146,124.710799,2015-05-29,10.1,NA,0.017915626411511,NA
"99","APCL15_371404","APCL13_042","E2852","E0167","D3142","D0380","L2935","L0415",803,809,789,14,0,0,"Fuzzy match",0.0174346201743462,10.756597,124.78595,2013-05-23,7.4,10.743679,124.786748,2015-05-28,10.1,NA,1.43905899567206,"FAIL"
"100","APCL15_371477","APCL13_205","E2836","E0328","D3127","D0541","L2815","L0443",804,808,773,30,0,0,"Fuzzy match",0.037359900373599,10.873304,124.712004,2013-05-27,10.3,10.743416,124.78691,2015-05-28,11.2,NA,16.5991674852734,"FAIL"
"101","APCL15_371477","APCL14_007","E2836","E0792","D3127","D1135","L2815","L0945",806,808,773,32,0,0,"Fuzzy match",0.0397515527950311,10.742899,124.787067,2014-06-07,10.2,10.743416,124.78691,2015-05-28,11.2,NA,0.0599918976056484,NA
"102","APCL15_371672","APCL14_132","E2417","E0901","D2775","D1015","L2634","L0713",807,767,733,32,0,0,"Fuzzy match",0.0418300653594771,10.652871,124.783833,2014-06-16,5.8,10.652895,124.783526,2015-06-09,10.7,NA,0.0336543957532221,NA
"103","APCL15_371727","APCL14_262","E2902","E1028","D3181","D1362","L2837","L1192",738,809,711,27,0,0,"Fuzzy match",0.0365853658536585,10.634281,124.776691,2014-06-22,6.8,10.634243,124.776807,2015-06-14,8.8,NA,0.013362290733881,NA
"104","APCL15_371766","APCL13_040","E2499","E0165","D2857","D0378","L2695","L0413",805,809,787,18,0,0,"Fuzzy match",0.022360248447205,10.763917,124.785234,2013-05-23,7.3,10.798416,124.768668,2015-06-07,9.6,NA,4.24148631605955,"FAIL"
"105","APCL15_371825","APCL14_283","E2406","E1049","D2764","D1377","L2625","L1201",801,809,776,25,0,0,"Fuzzy match",0.031210986267166,10.634438,124.776402,2014-06-22,8.9,10.634442,124.776383,2015-06-14,10.7,NA,0.00212281779716182,NA
"106","APCL15_372039","APCL13_089","E2521","E0214","D2879","D0427","L2716","L0424",808,808,806,1,0,0,"Fuzzy match",0.00123915737298637,10.744014,124.786298,2013-05-24,7.9,10.768882,124.783655,2015-06-07,8.5,NA,2.78022797064714,"FAIL"
"107","APCL15_372039","APCL14_006","E2521","E0791","D2879","D1039","L2716","L0722",809,808,804,4,0,0,"Fuzzy match",0.00495049504950495,10.742899,124.787067,2014-06-07,8.8,10.768882,124.783655,2015-06-07,8.5,NA,2.91312153022639,"FAIL"
"108","APCL15_372099","APCL14_317","E2923","E1082","D3201","D1393","L2848","L0601",775,809,744,31,0,0,"Fuzzy match",0.04,10.635228,124.776132,2014-06-22,7.1,10.635094,124.776078,2015-06-14,8.3,NA,0.0160260793603648,NA
"109","APCL15_372245","APCL14_252","E2920","E1018","D3199","D1887","L2955","L2441",805,795,769,22,0,0,"Fuzzy match",0.0278128950695322,10.633966,124.776601,2014-06-22,7,10.634062,124.776561,2015-06-14,9.2,NA,0.0115353223730275,NA
"110","APCL15_372461","APCL14_285","E2395","E1051","D2753","D1379","L2618","L1203",800,798,767,22,0,0,"Fuzzy match",0.0278833967046895,10.634625,124.77641,2014-06-22,8,10.634634,124.776366,2015-06-14,9.4,NA,0.00491284434132784,NA
"111","APCL15_372549","APCL14_134","E2368","E0903","D2726","D1155","L2597","L0954",809,806,794,12,0,0,"Fuzzy match",0.0148883374689826,10.633547,124.776866,2014-06-16,4.5,10.633573,124.776792,2015-06-13,8.3,NA,0.00858836568773957,NA
"112","APCL15_372744","APCL14_436","E2851","E1297","D3141","D1321","L2818","L1345",777,764,708,27,0,0,"Fuzzy match",0.036734693877551,10.871843,124.713813,2014-06-24,5,10.87388,124.710741,2015-05-29,9.6,NA,0.404767328175352,"FAIL"
"113","APCL15_372981","APCL14_220","E2637","E0986","D2995","D1072","L2775","L0931",805,767,732,31,0,0,"Fuzzy match",0.0406290956749672,10.861016,124.721727,2014-06-18,5.7,10.860927,124.721799,2015-06-04,9.1,NA,0.0126395930171414,NA
"114","APCL15_373315","APCL14_281","E2965","E1047","D3243","D1375","L2869","L1199",788,805,757,27,0,0,"Fuzzy match",0.0344387755102041,10.634459,124.776523,2014-06-22,7.3,10.634434,124.776424,2015-06-14,10.4,NA,0.0111701373453401,NA
"115","APCL15_373511","APCL14_406","E2579","E1267","D2937","D1308","L2750","L1340",804,787,757,25,0,0,"Fuzzy match",0.0319693094629156,10.871524,124.714158,2014-06-23,4.2,10.87156,124.714245,2015-06-01,7.9,NA,0.0103091166329794,NA
"116","APCL15_373608","APCL14_190","E2907","E0957","D3186","D1280","L2949","L0785",807,809,734,73,0,0,"Fuzzy match",0.090458488228005,10.873756,124.711379,2014-06-17,3.7,10.873554,124.711127,2015-05-29,6.4,NA,0.0355211553001308,NA
"117","APCL15_373943","APCL14_455","E2931","E1488","D3209","D1195","L2850","L0764",808,763,714,48,0,0,"Fuzzy match",0.062992125984252,10.859806,124.72263,2014-06-26,4.6,10.87429,124.710886,2015-05-29,9.2,NA,2.05877499255301,"FAIL"
"118","APCL15_374339","APCL14_398","E2654","E1259","D3109","D1090","L2927","L0739",809,809,802,7,0,0,"Fuzzy match",0.00865265760197775,10.8715,124.714256,2014-06-23,8.1,10.871522,124.714249,2015-06-01,9.6,NA,0.00256325304508211,NA
"119","APCL15_374542","APCL14_001","E2876","E0786","D3154","D1241","L2942","L0983",809,801,788,13,0,0,"Fuzzy match",0.0162297128589263,10.743886,124.786347,2014-06-07,7.1,10.743843,124.786527,2015-05-28,9.4,NA,0.0202370348309114,NA
"120","APCL15_375598","APCL14_450","E2785","E1483","D3047","D1100","L2909","L0936",807,807,796,11,0,0,"Fuzzy match",0.0136307311028501,10.871389,124.714052,2014-06-24,4.4,10.874388,124.710727,2015-05-29,9.1,NA,0.492986808617419,"FAIL"
"121","APCL15_375598","APCL13_453","E2785","E0576","D3047","D0789","L2909","L2490",763,807,732,31,0,0,"Fuzzy match",0.0406290956749672,10.873739,124.710795,2013-05-31,2.4,10.874388,124.710727,2015-05-29,9.1,NA,0.0725464712930717,NA
"122","APCL15_399551","APCL14_391","E2794","E1252","D3056","D1089","L2790","L0935",807,809,797,10,0,0,"Fuzzy match",0.0123915737298637,10.87137,124.71421,2014-06-23,6.4,10.871384,124.714146,2015-05-31,8.7,NA,0.0071592797346522,NA
"123","APCL15_399614","APCL14_405","E2739","E1266","D3001","D2232","L2776","L2453",808,801,785,16,0,0,"Fuzzy match",0.0199750312109863,10.871519,124.714187,2014-06-23,4.2,10.87154,124.714122,2015-05-31,9,NA,0.00747219803038897,NA
"124","APCL15_399786","APCL14_437","E2860","E1298","D3150","D1462","L2939","L0827",798,799,748,40,0,0,"Fuzzy match",0.050761421319797,10.871843,124.713813,2014-06-24,4.8,10.873267,124.712174,2015-05-30,8.2,NA,0.238966137828892,NA
"125","APCL15_401656","APCL14_343","E2744","E1108","D3006","D1402","L2900","L0610",717,808,684,32,0,0,"Fuzzy match",0.0446927374301676,10.871573,124.713977,2014-06-24,4.5,10.873103,124.711657,2015-05-30,8.6,NA,0.305164845327248,"FAIL"
"126","APCL15_402230","APCL14_065","E2797","E0847","D3059","D0992","L2792","L0895",809,806,797,9,0,0,"Fuzzy match",0.011166253101737,10.873374,124.712134,2014-06-13,6.3,10.872878,124.712193,2015-05-30,10.1,NA,0.0555277361240345,NA
"127","APCL15_402510","APCL14_417","E2795","E1278","D3057","D1312","L2913","L0803",808,809,764,44,0,0,"Fuzzy match",0.0544554455445545,10.871457,124.71404,2014-06-23,4.9,10.871404,124.714039,2015-05-31,10.2,NA,0.00589363957353971,NA
"128","APCL15_402724","APCL14_543","E2588","E1382","D2946","D1219","L2754","L0973",808,799,781,17,0,0,"Fuzzy match",0.0213032581453634,10.858408,124.724291,2014-07-02,8.9,10.871365,124.713961,2015-05-31,8.8,NA,1.82982865286367,"FAIL"
"129","APCL15_403045","APCL14_051","E2357","E0834","D2715","D1143","L2587","L2506",809,805,803,2,0,0,"Fuzzy match",0.00248447204968944,10.633568,124.77676,2014-06-12,4.2,10.633452,124.77677,2015-06-13,9.7,NA,0.0129446637342066,NA
"130","APCL15_403062","APCL14_107","E2792","E0878","D3054","D1258","L2912","L0989",809,808,805,3,0,0,"Fuzzy match",0.00371287128712871,10.87356,124.711679,2014-06-13,5,10.873649,124.711464,2015-05-30,9.1,NA,0.025478235719202,NA
"131","APCL15_403215","APCL14_549","E2632","E1388","D2990","D1130","L2772","L2392",808,786,766,20,0,0,"Fuzzy match",0.0254452926208651,10.874387,124.710784,2014-07-02,8.3,10.871419,124.714191,2015-05-31,9.2,NA,0.497324246723189,"FAIL"
"132","APCL15_403391","APCL14_420","E2770","E1281","D3032","D1314","L2781","L0804",809,808,796,12,0,0,"Fuzzy match",0.0148514851485149,10.87143,124.714017,2014-06-23,3.6,10.871415,124.714008,2015-05-31,8.3,NA,0.0019386336434602,NA
"133","APCL15_403393","APCL14_403","E2818","E1264","D3080","D1186","L2799","L0963",809,809,804,5,0,0,"Fuzzy match",0.00618046971569839,10.871551,124.714253,2014-06-23,4.3,10.87154,124.714122,2015-05-31,7.7,NA,0.0143575318705988,NA
"134","APCL15_403603","APCL14_148","E2352","E0915","D2702","D1156","L2576","L1284",809,809,808,1,0,0,"Fuzzy match",0.00123609394313968,10.633139,124.777049,2014-06-16,7,10.633109,124.777059,2015-06-13,9.6,NA,0.00351003926807881,NA
"135","APCL15_403777","APCL14_399","E2779","E1260","D3041","D1305","L2907","L0798",809,802,786,16,0,0,"Fuzzy match",0.0199501246882793,10.871527,124.714255,2014-06-23,5.5,10.871395,124.714048,2015-05-31,9.3,NA,0.0269514271777679,NA
"136","APCL15_403777","APCL14_423","E2779","E1284","D3041","D1315","L2907","L1341",809,802,779,23,0,0,"Fuzzy match",0.0286783042394015,10.871697,124.713987,2014-06-24,5.5,10.871395,124.714048,2015-05-31,9.3,NA,0.0342352006458881,NA
"137","APCL15_403892","APCL13_425","E2586","E0548","D2944","D0761","L2752","L0653",808,800,783,17,0,0,"Fuzzy match",0.02125,10.869854,124.715957,2013-05-30,4.5,10.869704,124.715911,2015-06-01,8.1,NA,0.0174190103562004,NA
"138","APCL15_403913","APCL14_414","E2587","E1275","D2945","D1191","L2753","L0761",807,740,702,36,0,0,"Fuzzy match",0.0487804878048781,10.871478,124.714053,2014-06-23,4.4,10.871431,124.714066,2015-05-31,7.9,NA,0.00541630627398934,NA
"139","APCL15_404313","APCL14_329","E2786","E1094","D3048","D2202","L2786","L2445",809,808,796,12,0,0,"Fuzzy match",0.0148514851485149,10.871511,124.714184,2014-06-24,4.4,10.871496,124.714131,2015-05-31,9.2,NA,0.00602296944783679,NA
"140","APCL15_404548","APCL14_146","E2382","E0913","D2740","D1227","L2608","L1335",804,808,788,15,0,0,"Fuzzy match",0.0186799501867995,10.633181,124.77704,2014-06-16,8,10.633198,124.776955,2015-06-13,9.2,NA,0.00947975418382556,NA
"141","APCL15_404670","APCL14_063","E2943","E0845","D3221","D1149","L2856","L0953",808,806,790,15,0,0,"Fuzzy match",0.0186335403726708,10.63394,124.776572,2014-06-12,4.4,10.634009,124.776551,2015-06-14,10,NA,0.0080078359961511,NA
"142","APCL15_404741","APCL14_074","E2813","E0856","D3075","D0998","L2919","L0705",799,808,774,24,0,0,"Fuzzy match",0.0300751879699248,10.873035,124.712177,2014-06-13,4.1,10.872956,124.712187,2015-05-30,8.2,NA,0.008851921130144,NA
"143","APCL15_404854","APCL14_066","E2766","E0848","D3028","D0993","L2779","L0702",806,808,797,8,0,0,"Fuzzy match",0.00993788819875776,10.873374,124.712134,2014-06-13,3.5,10.87351,124.711773,2015-05-30,9.2,NA,0.0422217733566738,NA
"144","APCL15_405336","APCL14_153","E2381","E0920","D2739","D1802","L2607","L1741",809,758,679,79,0,0,"Fuzzy match",0.104221635883905,10.632948,124.776961,2014-06-16,8.4,10.632878,124.776921,2015-06-13,9.6,NA,0.00892745213392233,NA
"145","APCL15_405336","APCL13_584","E2381","E0702","D2739","D0915","L2607","L0677",809,758,730,28,0,0,"Fuzzy match",0.0369393139841689,10.633996,124.776721,2013-06-03,8.2,10.632878,124.776921,2015-06-13,9.6,NA,0.126222753361628,NA
"146","APCL15_405523","APCL14_075","E2743","E0857","D3005","D0999","L2899","L0898",809,809,806,3,0,0,"Fuzzy match",0.00370828182941904,10.873011,124.712188,2014-06-13,6.3,10.872849,124.712253,2015-05-30,10,NA,0.0193614483006895,NA
"147","APCL15_405904","APCL14_404","E2771","E1265","D3033","D1187","L2782","L0964",808,807,769,37,0,0,"Fuzzy match",0.0459057071960298,10.871536,124.714205,2014-06-23,5.6,10.871412,124.714201,2015-05-31,9.4,NA,0.013795049421435,NA
"148","APCL15_405940","APCL14_384","E2757","E1245","D3019","D1085","L2904","L0738",809,807,792,15,0,0,"Fuzzy match",0.0185873605947955,10.870541,124.71481,2014-06-23,8,10.872849,124.712253,2015-05-30,10.2,NA,0.379246791188296,"FAIL"
"149","APCL15_406037","APCL14_071","E2887","E0853","D3166","D0996","L2824","L0897",809,809,805,4,0,0,"Fuzzy match",0.00494437577255871,10.873137,124.71217,2014-06-13,4.5,10.873044,124.712185,2015-05-30,9.6,NA,0.010469603084565,NA
"150","APCL15_406108","APCL14_427","E2819","E1288","D3081","D2233","L2922","L2539",809,764,728,36,0,0,"Fuzzy match",0.0471204188481675,10.871688,124.713899,2014-06-24,3.7,10.871395,124.714048,2015-05-31,8.4,NA,0.0364169377635681,NA
"151","APCL15_406164","APCL14_389","E2740","E1250","D3002","D1457","L2777","L0805",809,809,785,24,0,0,"Fuzzy match",0.0296662546353523,10.871324,124.714221,2014-06-23,3.7,10.871464,124.71398,2015-05-31,8.6,NA,0.0305765358096365,NA
"152","APCL15_406357","APCL14_032","E2477","E0815","D2835","D1800","L2676","L1739",801,792,756,29,0,0,"Fuzzy match",0.0369426751592357,10.652397,124.78372,2014-06-12,9.6,10.652446,124.783629,2015-06-11,10.8,NA,0.0113391063259553,NA
"153","APCL15_406357","APCL13_147","E2477","E0272","D2835","D0485","L2676","L0434",808,792,768,23,0,0,"Fuzzy match",0.0290771175726928,10.652427,124.783547,2013-05-26,11,10.652446,124.783629,2015-06-11,10.8,NA,0.00920627679152743,NA
"154","APCL15_406841","APCL14_133","E2380","E0902","D2738","D1154","L2606","L0752",809,808,804,4,0,0,"Fuzzy match",0.00495049504950495,10.633549,124.776865,2014-06-16,5.2,10.633452,124.77677,2015-06-13,9.5,NA,0.0149709081946241,NA
"155","APCL15_406954","APCL13_615","E2597","E0733","D2955","D0944","L2756","L0884",809,793,755,38,0,0,"Fuzzy match",0.0479192938209332,10.870799,124.714542,2013-06-04,5.3,10.871384,124.714146,2015-05-31,8.8,NA,0.0781109839751732,NA
"156","APCL15_406954","APCL14_390","E2597","E1251","D2955","D1088","L2756","L1282",809,793,777,16,0,0,"Fuzzy match",0.0201765447667087,10.871378,124.714208,2014-06-23,9.1,10.871384,124.714146,2015-05-31,8.8,NA,0.00680229793868656,NA
"157","APCL15_407082","APCL14_086","E2892","E0866","D3171","D1004","L2828","L0708",806,806,786,17,0,0,"Fuzzy match",0.0211706102117061,10.872912,124.711925,2014-06-13,4,10.872772,124.711837,2015-05-30,9,NA,0.0182944531362456,NA
"158","APCL15_407401","APCL14_410","E2724","E1271","D3117","D1311","L2812","L0802",809,786,749,37,0,0,"Fuzzy match",0.0470737913486005,10.871557,124.714125,2014-06-23,5,10.871437,124.714041,2015-05-31,8.5,NA,0.0161919658216368,NA
"159","APCL15_407622","APCL14_415","E2796","E1276","D3058","D1092","L2791","L1172",773,808,762,11,0,0,"Fuzzy match",0.0142302716688228,10.871445,124.71403,2014-06-23,10.7,10.871405,124.71401,2015-05-31,11.4,NA,0.00495485864772267,NA
"160","APCL15_407646","APCL14_331","E2827","E1096","D3089","D1448","L2802","L0820",808,777,743,33,0,0,"Fuzzy match",0.0425257731958763,10.871466,124.714043,2014-06-24,4.9,10.87142,124.713986,2015-05-31,10.2,NA,0.0080560865480731,NA
"161","APCL15_407670","APCL14_419","E2652","E1280","D3107","D1313","L2808","L1007",808,777,750,27,0,0,"Fuzzy match",0.0347490347490347,10.87143,124.714017,2014-06-23,5.4,10.871417,124.71404,2015-05-31,8.8,NA,0.00289824886189941,NA
