fish_table_id,anem_table_id,fish_spp,size,fin_id,sample_id,color,gen_id,recap,tag_id,fish_obs_time,notes,collector,correction,corr_date,corr_editor,corr_message
8094,7830,APCL,4.3,622,APCL16_622,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
8087,7819,APCL,9.5,615,APCL16_615,O,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
7571,7305,APCL,6.6,276,APCL16_276,YP,NA,N,985153000400051,NA,NA,MRS,NA,NA,NA,NA
8086,7818,APCL,10.4,614,APCL16_614,YP,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
8085,7818,APCL,4.3,613,APCL16_613,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
8083,7818,APCL,5.6,611,APCL16_611,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
8082,7818,APCL,3.7,610,APCL16_610,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
8063,7804,APCL,9.2,593,APCL16_593,O,NA,N,985153000407315,NA,NA,MRS,NA,NA,NA,NA
8054,7800,APCL,6.9,586,APCL16_586,YR,NA,N,985153000372499,NA,NA,MRS,NA,NA,NA,NA
8051,7798,APCL,8.4,584,APCL16_584,O,NA,N,985153000371643,NA,NA,MRS,NA,NA,NA,NA
7010,6911,APCL,10.5,68,APCL16_068,O,NA,NA,NA,NA,The small APCL got away,MRS,NA,NA,NA,NA
8050,7797,APCL,6,583,APCL16_583,YR,NA,N,985153000355002,NA,NA,MRS,NA,NA,NA,NA
7022,6918,APCL,10.7,NA,NA,YP,NA,Y,985153000376136,NA,Malin estimated 2 small fish sizes,MRS,NA,NA,NA,NA
7007,6909,APCL,11,67,APCL16_067,YP,NA,NA,NA,NA,MRS and MLP guessed that the 5.1 is #66 because a tube exists and no other fish was #66.,MRS,NA,NA,NA,NA
7006,6909,APCL,5.1,66,APCL16_066,YR,NA,NA,NA,NA,MRS and MLP guessed that the 5.1 is #66 because a tube exists and no other fish was #66.,MRS,NA,NA,NA,NA
8032,7788,APCL,8,571,APCL16_571,O,NA,N,985153000369499,NA,NA,MRS,NA,NA,NA,NA
6994,6905,APCL,10.2,72,APCL16_072,O,NA,NA,NA,NA,"Fish sizes based on Michelle's notes when she saw it first (10,10,7,5,3) and the fish we caught there (10.2, 9.6, 5.8, 4.2).",MRS,NA,NA,NA,NA
6990,6903,APCL,5.1,60,APCL16_060,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
8029,7784,APCL,8.9,569,APCL16_569,O,NA,N,985153000403084,NA,NA,MRS,NA,NA,NA,NA
8027,7784,APCL,8.6,567,APCL16_567,O,NA,N,985153000404867,NA,NA,MRS,NA,NA,NA,NA
8026,7784,APCL,10.5,566,APCL16_566,O,NA,N,985153000363537,NA,NA,MRS,NA,NA,NA,NA
6996,6905,APCL,5.8,73,APCL16_073,YR,NA,NA,NA,NA,"Fish sizes based on Michelle's notes when she saw it first (10,10,7,5,3) and the fish we caught there (10.2, 9.6, 5.8, 4.2).",MRS,NA,NA,NA,NA
7e3,6906,APCL,6.5,NA,NA,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
6995,6905,APCL,9.6,70,APCL16_070,YP,NA,NA,NA,NA,"Fish sizes based on Michelle's notes when she saw it first (10,10,7,5,3) and the fish we caught there (10.2, 9.6, 5.8, 4.2).",MRS,NA,NA,NA,NA
8020,7780,APCL,8.6,565,APCL16_565,YP,NA,N,985153000372209,NA,NA,MRS,NA,NA,NA,NA
8014,7778,APCL,5.4,563,APCL16_563,W,NA,N,985153000352251,NA,NA,MRS,NA,NA,NA,NA
6987,6902,APCL,7.5,62,APCL16_062,O,NA,NA,NA,NA,"Fish sizes based on Michelle's notes when she saw it first (7,3) and the fish we caught there (7.5, 6.9, and one small one that got away). This anemone also observed at 15:05",MRS,NA,NA,NA,NA
8011,7773,APCL,8.3,561,APCL16_561,O,NA,N,985153000405269,NA,NA,MRS,NA,NA,NA,NA
8010,7773,APCL,11.8,560,APCL16_560,YP,NA,Y,985153000404526,NA,NA,MRS,NA,NA,NA,NA
8005,7770,APCL,8.1,559,APCL16_559,O,NA,N,985153000354360,NA,NA,MRS,NA,NA,NA,NA
8003,7769,APCL,5.7,558,APCL16_558,YR,NA,N,985153000356018,NA,Old tag is unreadable,MRS,NA,NA,NA,NA
8e3,7767,APCL,6.4,555,APCL16_555,YP,NA,N,985153000364072,NA,NA,MRS,NA,NA,NA,NA
6956,6884,APCL,4.4,50,APCL16_050,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
6952,6883,APCL,5.1,51,APCL16_051,W,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
7992,7763,APCL,9.3,551,APCL16_551,YP,NA,N,985153000405462,NA,NA,MRS,NA,NA,NA,NA
7989,7762,APCL,8.5,549,APCL16_549,O,NA,N,985153000403306,NA,NA,MRS,NA,NA,NA,NA
7988,7761,APCL,4.9,548,APCL16_548,W,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7987,7761,APCL,5.6,547,APCL16_547,YP,NA,N,985153000402633,NA,NA,MRS,NA,NA,NA,NA
6958,6885,APCL,9.6,53,APCL16_053,O,NA,NA,NA,NA,Two small fish sizes highly estimated.,MRS,NA,NA,NA,NA
7984,7758,APCL,8.6,544,APCL16_544,O,NA,N,985153000356310,NA,NA,MRS,NA,NA,NA,NA
7983,7757,APCL,8,542,APCL16_542,O,NA,N,985153000356528,NA,NA,MRS,Y,2017-08-15,MRS,"Changed id and sample id from 543 to 542.  This fish was recorded after 541 and 543 was written twice on the data sheet, once for this fish and once for the fish after it.  One of the fish is large and one is small.  The finclip in 542 is large and the finclip in vial 543 is small.  Changing this id and keeping the small fish id as 543 based on size of fin clips."
6955,6884,APCL,7.1,54,APCL16_054,YP,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
7981,7755,APCL,6.6,NA,NA,O,NA,Y,985153000356086,NA,NA,MRS,NA,NA,NA,NA
7976,7747,APCL,5.2,533,APCL16_533,YR,NA,N,985153000371370,NA,NA,MRS,NA,NA,NA,NA
7971,7747,APCL,3.5,538,APCL16_538,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
6946,6880,APCL,3.3,NA,NA,YR,NA,NA,NA,NA,One large one swam away,MRS,NA,NA,NA,NA
7968,7741,APCL,5.9,532,APCL16_532,YR,NA,N,985153000369904,NA,NA,MRS,NA,NA,NA,NA
7967,7740,APCL,6.6,531,APCL16_531,O,NA,N,985153000356086,NA,NA,MRS,NA,NA,NA,NA
7966,7731,APCL,7.4,530,APCL16_530,YP,NA,N,985153000364762,NA,NA,MRS,NA,NA,NA,NA
6938,6875,APCL,6.5,43,APCL16_043,YR,NA,NA,NA,NA,"The 6.5 YR was noted as ""2005?"" because anemone was uncertain.",MRS,NA,NA,NA,NA
7964,7729,APCL,6.6,528,APCL16_528,YP,NA,N,985153000403830,NA,NA,MRS,NA,NA,NA,NA
6936,6875,APCL,10.2,38,APCL16_038,O,NA,NA,NA,NA,"The 6.5 YR was noted as ""2005?"" because anemone was uncertain.",MRS,NA,NA,NA,NA
6935,6874,APCL,3.5,42,APCL16_042,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
7950,7722,APCL,8.6,520,APCL16_520,YP,NA,N,985153000371722,NA,Chose STHD instead of STME because the tentacles were much shorter and smaller of diameter than the STME we have seen this season.,MRS,NA,NA,NA,NA
7949,7722,APCL,8.3,519,APCL16_519,O,NA,N,985153000369267,NA,Chose STHD instead of STME because the tentacles were much shorter and smaller of diameter than the STME we have seen this season.,MRS,NA,NA,NA,NA
7947,7720,APCL,8.9,518,APCL16_518,O,NA,N,985153000399780,NA,NA,MRS,NA,NA,NA,NA
7946,7720,APCL,8.4,517,APCL16_517,YP,NA,N,985153000372484,NA,NA,MRS,NA,NA,NA,NA
7935,7708,APCL,6.2,509,APCL16_509,W,NA,N,985153000405091,NA,NA,MRS,NA,NA,NA,NA
7930,7704,APCL,9.5,508,APCL16_508,YP,NA,N,985153000372689,NA,Cant read the old tag but it looks like 7?5,MRS,NA,NA,NA,NA
7922,7698,APCL,8,507,APCL16_507,O,NA,N,985153000354622,NA,NA,MRS,NA,NA,NA,NA
6895,6845,APCL,7.1,28,APCL16_028,YR,1659,N,985153000406031,NA,NA,MRS,NA,NA,NA,NA
7919,7696,APCL,8.5,506,APCL16_506,O,NA,N,985153000368085,NA,NA,MRS,NA,NA,NA,NA
7917,7696,APCL,5.3,505,APCL16_505,YR,NA,N,985153000356701,NA,NA,MRS,NA,NA,NA,NA
7914,7693,APCL,8.6,502,APCL16_502,O,NA,N,985153000354241,NA,NA,MRS,NA,NA,NA,NA
6887,6841,APCL,9.5,24,APCL16_024,YP,1655,N,985153000406330,NA,NA,MRS,NA,NA,NA,NA
7912,7693,APCL,8,499,APCL16_499,YP,NA,N,985153000371745,NA,NA,MRS,NA,NA,NA,NA
7911,7692,APCL,9.2,501,APCL16_501,O,NA,N,985153000363797,NA,NA,MRS,NA,NA,NA,NA
7910,7692,APCL,8.8,498,APCL16_498,O,NA,N,985153000370790,NA,NA,MRS,NA,NA,NA,NA
7908,7691,APCL,8.6,497,APCL16_497,YP,NA,N,985153000364158,NA,NA,MRS,NA,NA,NA,NA
7907,7691,APCL,8.7,496,APCL16_496,O,NA,N,985153000372264,NA,NA,MRS,NA,NA,NA,NA
6884,6837,APCL,1,NA,NA,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
6883,6837,APCL,1.5,NA,NA,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
6882,6837,APCL,2,NA,NA,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
7904,7689,APCL,4.6,495,APCL16_495,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7902,7689,APCL,4.3,493,APCL16_493,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
6875,6837,APCL,7.9,23,APCL16_023,O,1654,N,985153000405925,NA,NA,MRS,NA,NA,NA,NA
6879,6837,APCL,3.5,NA,NA,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
7900,7689,APCL,9.7,491,APCL16_491,O,NA,N,985153000370013,NA,NA,MRS,NA,NA,NA,NA
7899,7688,APCL,9.3,490,APCL16_490,YP,NA,N,985153000371171,NA,fish 488 had a yellow pointed tail with a tiny bit of orange on it,MRS,NA,NA,NA,NA
7372,7133,APCL,10.7,186,APCL16_186,O,NA,N,985153000353259,NA,NA,MRS,NA,NA,NA,NA
6856,6825,APCL,7.4,15,APCL16_015,O,1646,N,985153000407233,NA,NA,MRS,NA,NA,NA,NA
7896,7688,APCL,8.2,487,APCL16_487,O,NA,N,985153000355356,NA,fish 488 had a yellow pointed tail with a tiny bit of orange on it,MRS,NA,NA,NA,NA
7895,7688,APCL,7.4,486,APCL16_486,O,NA,N,985153000370405,NA,fish 488 had a yellow pointed tail with a tiny bit of orange on it,MRS,NA,NA,NA,NA
7370,7132,APCL,8.3,184,APCL16_184,YP,NA,N,985153000404952,NA,Black dot on tail,MRS,NA,NA,NA,NA
7891,7687,APCL,7.9,483,APCL16_483,O,NA,N,985153000370608,NA,4cm fish escaped,MRS,NA,NA,NA,NA
7890,7687,APCL,5.6,482,APCL16_482,YR,NA,N,985153000370668,NA,4cm fish escaped,MRS,NA,NA,NA,NA
7888,7687,APCL,7.8,480,APCL16_480,Y,NA,N,985153000364055,NA,4cm fish escaped,MRS,NA,NA,NA,NA
7886,7686,APCL,4.9,477,APCL16_477,YR,NA,N,NA,NA,8.3cm fish escaped ,MRS,NA,NA,NA,NA
7885,7686,APCL,8,476,APCL16_476,O,NA,N,985153000354556,NA,8.3cm fish escaped ,MRS,NA,NA,NA,NA
7357,7126,APCL,10.6,182,APCL16_182,O,NA,N,985153000403023,NA,NA,MRS,NA,NA,NA,NA
7877,7683,APCL,8.6,469,APCL16_469,YP,NA,N,985153000403459,NA,NA,MRS,NA,NA,NA,NA
7876,7683,APCL,8.8,468,APCL16_468,O,NA,N,985153000403460,NA,NA,MRS,NA,NA,NA,NA
7346,7121,APCL,3.8,180,APCL16_180,W,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
6844,6818,APCL,7.8,13,APCL16_013,O,1644,N,985153000407128,NA,The 8.5cm fish swam away before tail color or scan,MRS,NA,NA,NA,NA
7869,7678,APCL,6.2,464,APCL16_464,O,NA,N,985153000354839,NA,NA,MRS,NA,NA,NA,NA
7867,7677,APCL,8,462,APCL16_462,O,NA,N,985153000406619,NA,NA,MRS,NA,NA,NA,NA
7866,7676,APCL,4.1,461,APCL16_461,YR,NA,N,NA,NA,Old tag is unreadable,MRS,NA,NA,NA,NA
6835,6812,APCL,8.3,12,APCL16_012,YR,1643,N,985153000405853,NA,NA,MRS,NA,NA,NA,NA
7861,7674,APCL,3.9,456,APCL16_456,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
6831,6809,APCL,7.5,10,APCL16_010,YR,1641,N,985153000402239,NA,There was an orange tail fish that got away,MRS,NA,NA,NA,NA
7332,7117,APCL,9.1,177,APCL16_177,Y,NA,N,985153000405309,NA,Old tag was either 445 or 446. Next to seagrass. MRS thought she remembered it from 2015.,MRS,NA,NA,NA,NA
6830,6809,APCL,9.2,9,APCL16_009,YP,1640,N,985153000406476,NA,There was an orange tail fish that got away,MRS,NA,NA,NA,NA
6823,6805,APCL,6.1,5,APCL16_005,YR,1636,N,985153000403897,NA,NA,MRS,NA,NA,NA,NA
7846,7665,APCL,4.4,453,APCL16_453,W,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7843,7662,APCL,3.5,450,APCL16_450,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7312,7105,APCL,9.3,169,APCL16_169,O,NA,N,985153000407657,NA,Old tag was present but unreadable,MRS,NA,NA,NA,NA
7830,7656,APCL,4.4,443,APCL16_443,W,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7819,7645,APCL,10.6,439,APCL16_439,YP,NA,N,985153000353943,NA,NA,MRS,NA,NA,NA,NA
7811,7603,APCL,8,436,APCL16_436,O,NA,N,985153000355275,NA,Fish 433 had very long pectorial fins,MRS,NA,NA,NA,NA
7806,7603,APCL,9.6,432,APCL16_432,YP,NA,N,985153000371794,NA,Fish 433 had very long pectorial fins,MRS,NA,NA,NA,NA
7804,7602,APCL,5.8,430,APCL16_430,YP,NA,N,985153000404065,NA,NA,MRS,NA,NA,NA,NA
7631,7344,APCL,8.2,307,APCL16_307,O,NA,N,985153000405045,NA,NA,MRS,NA,NA,NA,NA
7127,6980,APCL,9.7,NA,NA,O,NA,Y,985153000373608,NA,NA,MRS,NA,NA,NA,NA
7131,6982,APCL,5.4,105,APCL16_105,YP,NA,N,985153000407066,NA,This also had anemone ID 480,MRS,NA,NA,NA,NA
7134,6984,APCL,10.1,107,APCL16_107,YP,NA,N,985153000406261,NA,NA,MRS,NA,NA,NA,NA
7645,7351,APCL,7.8,314,APCL16_314,O,NA,N,985153000400484,NA,NA,MRS,NA,NA,NA,NA
7139,6987,APCL,9.5,110,APCL16_110,YP,NA,N,985153000407337,NA,NA,MRS,NA,NA,NA,NA
7126,6980,APCL,8.8,104,APCL16_104,YP,NA,N,985153000404272,NA,NA,MRS,NA,NA,NA,NA
7655,7357,APCL,10.2,324,APCL16_324,YP,NA,N,985153000407436,NA,NA,MRS,NA,NA,NA,NA
7663,7358,APCL,5.2,319,APCL16_319,YR,NA,N,985153000402002,NA,NA,MRS,NA,NA,NA,NA
7659,7357,APCL,9.2,328,APCL16_328,O,NA,N,985153000400004,NA,NA,MRS,NA,NA,NA,NA
7666,7358,APCL,5.9,322,APCL16_322,YR,NA,N,985153000407650,NA,NA,MRS,NA,NA,NA,NA
7667,7358,APCL,NA,NA,NA,NA,NA,N,985153000407650,NA,NA,MRS,NA,NA,NA,NA
7163,6998,APCL,10.5,114,APCL16_114,YP,NA,N,985153000404328,NA,NA,MRS,NA,NA,NA,NA
7170,7001,APCL,6.5,116,APCL16_116,O,NA,N,985153000352066,NA,Fish appear to swim back and forth between 2228 and 2227.  Can simultaneously see the 5.7cm fish and a 2cm fish on 2227 and 2 med-large fish in a hole near 2228,MRS,NA,NA,NA,NA
7687,7387,APCL,6.6,339,APCL16_339,Y,NA,N,985153000403340,NA,NA,MRS,NA,NA,NA,NA
8211,7949,APCL,5.9,713,APCL16_713,YR,NA,N,985153000362909,NA,NA,MRS,NA,NA,NA,NA
7188,7012,APCL,5.5,123,APCL16_123,YR,NA,N,985153000400903,NA,NA,MRS,NA,NA,NA,NA
7693,7391,APCL,5.8,345,APCL16_345,YR,NA,N,985153000407062,NA,NA,MRS,NA,NA,NA,NA
8219,7954,APCL,4.2,719,APCL16_719,W,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7702,7396,APCL,6.3,348,APCL16_348,O,NA,N,985153000403433,NA,NA,MRS,NA,NA,NA,NA
7707,7400,APCL,6.1,358,APCL16_358,YP,NA,N,985153000368181,NA,NA,MRS,NA,NA,NA,NA
7190,7013,APCL,8.8,122,APCL16_122,O,NA,N,985153000406307,NA,NA,MRS,NA,NA,NA,NA
7718,7402,APCL,9.2,363,APCL16_363,YP,NA,N,985153000356779,NA,NA,MRS,NA,NA,NA,NA
8276,7986,APCL,7.2,NA,NA,O,NA,Y,985153000401628,NA,NA,MRS,NA,NA,NA,NA
7725,7403,APCL,8.1,370,APCL16_370,O,NA,N,985153000354705,NA,NA,MRS,NA,NA,NA,NA
8307,7996,APCL,12.5,762,APCL16_762,O,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
7742,7438,APCL,7.8,384,APCL16_384,YP,NA,N,985153000368313,NA,NA,MRS,NA,NA,NA,NA
8331,8009,APCL,9,NA,NA,YP,NA,Y,985153000375914,NA,"375914 IS A RECAP FROM 2015, NOT 2016",MRS,NA,NA,NA,NA
7239,7042,APCL,9.7,136,APCL16_136,O,NA,N,985153000400619,NA,NA,MRS,NA,NA,NA,NA
7238,7040,APCL,11,NA,NA,O,NA,Y,985153000402189,NA,NA,MRS,NA,NA,NA,NA
7248,7049,APCL,6.2,138,APCL16_138,W,NA,N,985153000403761,NA,NA,MRS,NA,NA,NA,NA
7759,7471,APCL,5.6,398,APCL16_398,Y,NA,N,985153000368613,NA,NA,MRS,NA,NA,NA,NA
7258,7060,APCL,6.3,141,APCL16_141,YR,NA,N,985153000404499,NA,NA,MRS,NA,NA,NA,NA
8379,8080,APCL,9.2,807,APCL16_807,O,NA,N,986112100170625,NA,All of these fish look like they were already cut,MRS,NA,NA,NA,NA
7259,7060,APCL,3.8,142,APCL16_142,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7774,7531,APCL,10.2,411,APCL16_411,YP,NA,N,985153000371731,NA,NA,MRS,NA,NA,NA,NA
7765,7491,APCL,8.5,404,APCL16_404,O,NA,N,985153000353898,NA,NA,MRS,NA,NA,NA,NA
7254,7053,APCL,5.4,139,APCL16_139,W,NA,N,NA,NA,"PIT scanner stopped working, Michelle took reader back to boat to change batteries",MRS,NA,NA,NA,NA
8403,8098,APCL,8.5,NA,NA,YP,NA,Y,985153000401758,NA,NA,MRS,NA,NA,NA,NA
7275,7066,APCL,3.9,149,APCL16_149,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7786,7574,APCL,6.6,420,APCL16_420,YR,NA,N,985153000354883,NA,NA,MRS,NA,NA,NA,NA
7787,7575,APCL,7.7,421,APCL16_421,O,NA,Y,985153000350983,NA,NA,MRS,NA,NA,NA,NA
7789,7575,APCL,4.6,422,APCL16_422,YR,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7278,7069,APCL,10,152,APCL16_152,YP,NA,N,985153000404075,NA,NA,MRS,NA,NA,NA,NA
7791,7576,APCL,8.2,424,APCL16_424,O,NA,N,985153000370074,NA,NA,MRS,NA,NA,NA,NA
7794,7576,APCL,5.7,427,APCL16_427,YR,NA,N,985153000369352,NA,NA,MRS,NA,NA,NA,NA
8387,8087,APCL,8,NA,NA,O,NA,Y,985153000402132,NA,811 looks cut,MRS,NA,NA,NA,NA
7287,7084,APCL,7.9,160,APCL16_160,O,NA,N,985153000350983,NA,NA,MRS,NA,NA,NA,NA
7288,7085,APCL,6.5,156,APCL16_156,YP,NA,N,985153000407326,NA,NA,MRS,NA,NA,NA,NA
7272,7064,APCL,5.7,155,APCL16_155,YP,NA,N,985153000402985,NA,NA,MRS,NA,NA,NA,NA
7294,7094,APCL,8.9,161,APCL16_161,O,NA,N,985153000404937,NA,NA,MRS,NA,NA,NA,NA
7291,7086,APCL,8.6,159,APCL16_159,O,NA,N,985153000399528,NA,NA,MRS,NA,NA,NA,NA
7805,7602,APCL,4.3,431,APCL16_431,YR,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA
7807,7603,APCL,5.6,433,APCL16_433,YR,NA,N,985153000372235,NA,Fish 433 had very long pectorial fins,MRS,NA,NA,NA,NA
7296,7096,APCL,8,163,APCL16_163,O,NA,N,NA,NA,NA,MRS,NA,NA,NA,NA
7303,7100,APCL,8.3,165,APCL16_165,O,NA,N,985153000403872,NA,NA,MRS,NA,NA,NA,NA
6908,6856,APCL,9.2,32,APCL16_032,O,1476,NA,NA,NA,NA,MRS,NA,NA,NA,NA
6845,6818,APCL,9.2,14,APCL16_014,YR,1246,N,985153000402535,NA,The 8.5cm fish swam away before tail color or scan,MRS,NA,NA,NA,NA
6826,6808,APCL,7.7,6,APCL16_006,O,1241,N,985153000407417,NA,NA,MRS,NA,NA,NA,NA
6911,6859,APCL,9.5,33,APCL16_033,O,1412,NA,NA,NA,One large fish swam away,MRS,NA,NA,NA,NA
6914,6861,APCL,10.7,35,APCL16_035,YP,1458,NA,NA,NA,NA,MRS,NA,NA,NA,NA
6870,6834,APCL,9.8,22,APCL16_022,YP,849,N,985153000405154,NA,NA,MRS,NA,NA,NA,NA
6811,6798,APCL,9.9,3,APCL16_003,YR,1551,N,985153000352732,NA,NA,MRS,NA,NA,NA,NA
